"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"640855318264582144","","","2015-09-07 11:53:09 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","Node.js 4.0.0 ??? http://t.co/fmzXKSLwfc //上去看了版本號，居然是真的，v4.0.0-rc.2...","","","","http://bit.ly/1irFTZh"
"640818435706916864","","","2015-09-07 09:26:35 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","RT @gagachi: ""Nokia 快陣亡之前，釋出了所有專利給離職員工創業使用，並幫助員工創業，結果創造了成百上千的公司，讓芬蘭更加強大！

現在、HTC 大概也只剩一口氣了，但他們卻把員工當內賊，逼迫簽離職信後資遣。"" ( http://t.co/PmRrVsvmgZ )","640814801850122240","15260932","2015-09-07 09:12:09 +0000","http://twitthat.com/rPuDB,http://twitthat.com/rPuDB"
"640750380284932096","","","2015-09-07 04:56:09 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","RT @tzangms: amazon ebook 搭 audible 一起買, 有時候會比單買 audible 還便宜很多, 而且還可以多一本 ebook","640745603102720000","690663","2015-09-07 04:37:10 +0000",""
"640546152027287553","","","2015-09-06 15:24:38 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","剛才在 Meteor 中文社區看到一段話：「...Meteor 是個前後端融合的方案，且更偏重後端；數了數 Meteor Github issues，Blaze 與 Template 加起來只佔了 0.3％…」，果然是比較看好 Meteor + React 啊～","","","",""
"640428579910651904","","","2015-09-06 07:37:26 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","RT @leapfaith1: 电子书销售下滑，出版社如愿以偿 http://t.co/qMGsBdzdvt","640420710842691584","241566755","2015-09-06 07:06:10 +0000","http://www.qdaily.com/articles/14528.html,http://www.qdaily.com/articles/14528.html"
"640072045024317440","","","2015-09-05 08:00:42 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","美國出版者協會的報告指出，今年第一季電子書銷售比去年崩降了 7.5％，Hachette 的電子書銷售佔比也由 29％ 降到 24％，近日多家出版社與亞馬遜的新約則讓電子書價格提升近一倍，雪上加霜。 http://t.co/c9FUedySzN","","","","http://bit.ly/1inxGoM"
"639845899363971072","","","2015-09-04 17:02:04 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","果然還是 test 的部分出錯，暫時移除，先玩個半套 Codeship，就還算蠻順暢的，是比自己搞一堆 git hook 便利...。","","","",""
"639715232454086656","","","2015-09-04 08:22:51 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","第一次用 Codeship 就...失敗，哭哭。","","","",""
"639473041051746304","","","2015-09-03 16:20:28 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","RT @trojansj: 。。。RT @h1ths: “告诉朕，你看了什么。” 
”江山如画“ 
“错，是朕的江山如画。” http://t.co/oK5wSzAqxM","639472627296309248","162362339","2015-09-03 16:18:49 +0000","http://twitter.com/h1ths/status/639291787383705600/photo/1,http://twitter.com/h1ths/status/639291787383705600/photo/1"
"639461806272983040","","","2015-09-03 15:35:49 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","居然已經有拿 ARM 服務的主機商了，可惜機房離台灣太遠，否則真的可以玩玩... Scaleway C1 Server https://t.co/tuGwUTXoxu http://t.co/tqHMbL0K6C","","","","https://www.scaleway.com,http://twitter.com/wastemobile/status/639461806272983040/photo/1"
"639459334502526976","639458280977207296","15558510","2015-09-03 15:26:00 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@orsonwang @kakashiliu 是歐？我以為 Google 會更在乎 App 裡瀏覽、應用網站技術的層面，居然...","","","",""
"639446693885284352","","","2015-09-03 14:35:46 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","結果 Fitbit 的 API 只提供「日彙總」的資料而已，FAQ 提到「合作夥伴 API」可以取得更細的資料，最後又回馬槍的來一句「但我們還從來沒有審批通過」任何夥伴計畫，見鬼了...","","","",""
"639431708094279680","","","2015-09-03 13:36:13 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","是這部《忍者神龜誕生大紀錄》（Turtle Power），好看歐～ http://t.co/gW1HaWlJ2t http://t.co/CzO0qKYPhL","","","","http://bit.ly/1ik2XJ9,http://twitter.com/wastemobile/status/639431708094279680/photo/1"
"639428968030965760","","","2015-09-03 13:25:20 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","剛在 HBO 看到講忍者龜的歷史，原來也是從自助出版開始的！兩個人合作畫了40頁的漫畫，借錢自己印了三千冊；第二集預購一萬多冊，一個人能分兩千美金；第八集突破十三萬冊，接著就開始合作出玩具、動畫，好有趣。","","","",""
"639418328851681283","","","2015-09-03 12:43:04 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","試用了這個用 Meteor 寫的 hansoft X，說不用 Cordova 的原因，是為了用新的 WkWebView，不清楚那是什麼，但真的很順... http://t.co/nFtky75mLp http://t.co/PZQkG33OlB","","","","http://bit.ly/1EDlzOz,http://twitter.com/wastemobile/status/639418328851681283/photo/1"
"639412906556194816","","","2015-09-03 12:21:31 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","七本永遠都不應該改編成電影的小說 http://t.co/TrHEJza9RB 之中的《麥田捕手》要拍電影了... https://t.co/xfEHfdIsOs","","","","http://bit.ly/1UcFANv,https://twitter.com/leapfaith1/status/639380680745443329"
"639353638817693696","","","2015-09-03 08:26:00 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","RT @ETBlue: 整理野生 CC.TW FAQ 中，淚推這個開源線上 storyboard 工具 Twine / An open-source tool for telling interactive, nonlinear stories http://t.co/vc2K…","639352108643291137","23936214","2015-09-03 08:19:55 +0000","http://bit.ly/1knHNZw,http://bit.ly/1knHNZw"
"639336211471962112","","","2015-09-03 07:16:45 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","RT @wenyunchao: 一个人的阅兵 http://t.co/Es18tIEC6P","639275900031242240","14581421","2015-09-03 03:17:06 +0000","http://twitter.com/wenyunchao/status/639275900031242240/photo/1,http://twitter.com/wenyunchao/status/639275900031242240/photo/1"
"639279042395418624","","","2015-09-03 03:29:35 +0000","<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","GitBook Editor · Simple writing from your desktop //GitBook 桌面離線編輯器回來啦！ https://t.co/g7l1pERpg1","","","","https://www.gitbook.com/editor?utm_source=email&utm_campaign=email%3Ablogpost"
"639088375870296064","","","2015-09-02 14:51:57 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","RT @leapfaith1: 陸有聲出版興起 能多養活2千作家 - 中時電子報 http://t.co/5bqmTwSHKD 來自 @tw_chinatimes","639083099901464577","241566755","2015-09-02 14:30:59 +0000","http://www.chinatimes.com/newspapers/20150902000962-260301,http://www.chinatimes.com/newspapers/20150902000962-260301"
"639019405582577665","","","2015-09-02 10:17:53 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","智慧床單 LUNA，從價格與功能、解說影片中看來不錯，但仍在預購階段，商品上市後若真能符合預期，我應該會買一個，偵測睡眠比手環準吧？ http://t.co/MRJgojsVRe #有點色色的... http://t.co/LIKNOdBpu3","","","","http://bit.ly/1L477Mn,http://twitter.com/wastemobile/status/639019405582577665/photo/1"
"638894037861142528","","","2015-09-02 01:59:43 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","RT @huwie: EpubCheck 4.0.0 is available! Recommended for validating ePub 2.0.1 and ePub 3 in production environments: https://t.co/SZIQ9pIA…","638846208228884480","11310582","2015-09-01 22:49:39 +0000","https://github.com/IDPF/epubcheck/releases/tag/v4.0.0,https://github.com/IDPF/epubcheck/releases/tag/v4.0.0"
"638608289933070336","","","2015-09-01 07:04:15 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","有這麼多海內外的超級助選員，小英即使現在開始神隱到投票日，應該都能順利當選吧。","","","",""
"638537499325763585","","","2015-09-01 02:22:57 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","Set your Chromebook free by installing Linux http://t.co/E6hKuFhZHJ 原來可以這樣啊？有點興趣了... http://t.co/iVHfvgcRj8","","","","http://bit.ly/1LPynDM,http://twitter.com/wastemobile/status/638537499325763585/photo/1"
"638533030869471234","","","2015-09-01 02:05:12 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","簡單的說，就是有人想掛個八卦鏡到陽台攻擊對門的鄰居，屋子裡被閃到的自己人通通先現出了原形。 #我從你良","","","",""
"638515953056112640","","","2015-09-01 00:57:20 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @Porter_Anderson: Five modular extensions to EPUB 3.0.1 have been approved as ""final recommended specs"" by strong vote of #IDPF: http://…","638501920995414016","39469575","2015-09-01 00:01:35 +0000","http://ow.ly/RBWXD,http://ow.ly/RBWXD"
"638332828703330305","","","2015-08-31 12:49:40 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","咦？蛤！這個...那個...大家辛苦啦～ https://t.co/ybWlRVrpHZ","","","","https://twitter.com/goldreadchina/status/638303629321961472"
"638291107856584704","","","2015-08-31 10:03:53 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","Listening 《不想忘記的聲音。》 雷光夏 #sharemytune http://t.co/1WH8NuqTS0","","","","http://twitter.com/wastemobile/status/638291107856584704/photo/1"
"638289222122663936","","","2015-08-31 09:56:24 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","哈哈，我現在也覺得所有電子書閱讀軟體，就要像亞馬遜與多看一樣，支援讀者擺放自己的讀物（很大比例是盜版），持續計算「愧疚」指數（feel bad），到了想買、值得買、不得不買時，就會掏錢。 https://t.co/jN15F6LbYr","","","","https://twitter.com/redsnow7/status/638264794844299264"
"638286685629841408","","","2015-08-31 09:46:19 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","RT @huangz1990: 刚刚给《Real World Haskell》中文翻译版项目绑定了域名，现在通过 http://t.co/Tpp8cYHj6h 就可以快速地访问这个项目了！have fun~ http://t.co/G5LxXRAuEu","637837295106723840","107558282","2015-08-30 04:00:36 +0000","http://cnhaskell.com,http://twitter.com/huangz1990/status/637837295106723840/photo/1,http://twitter.com/huangz1990/status/637837295106723840/photo/1,http://cnhaskell.com,http://twitter.com/huangz1990/status/637837295106723840/photo/1,http://twitter.com/huangz1990/status/637837295106723840/photo/1"
"637961891512324096","","","2015-08-30 12:15:42 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","跟兒子一起看完了《花與愛麗絲殺人事件》。簡單到不行的故事，但說得極好。真人版電影（關聯作品）的蒼井優與鈴木杏為同角色配音。 http://t.co/cnPAeo4G8w http://t.co/BK7Ao80VkM","","","","http://movie.douban.com/subject/26147706/,http://twitter.com/wastemobile/status/637961891512324096/photo/1"
"637664243316228096","","","2015-08-29 16:32:57 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","看了半天，好像只有 Fitbit 有 Web API，就買個 Charge HR 吧～ https://t.co/LzXxTxfqD1","","","","https://dev.fitbit.com/docs/basics"
